Nº Pedido,Cód. Cliente,Nome Cliente,Grupo Cliente,Região,Endereço Completo,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Janela de Descarga,Anomalia
3727935,186731,BAR E RESTAURANTE OS GAUCHOS DA SÉ LTDA ,Nenhum,São Paulo - BRAS,"Rua RODRIGUES DOS SANTOS, 91, BRAS, São Paulo",12,240,-23.5390004,-46.6208958,30,false
3728168,205552,SUPERMERCADO BRUHVIK LTDA,Nenhum,São Paulo - BRASILANDIA,"Rua BENEDITO EGIDIO BARBOSA, 176, BRASILANDIA, São Paulo",18,360,-23.4598445,-46.6986945,30,false
3728396,205552,SUPERMERCADO BRUHVIK LTDA,Nenhum,São Paulo - BRASILANDIA,"Rua BENEDITO EGIDIO BARBOSA, 176, BRASILANDIA, São Paulo",16,320,-23.4598445,-46.6986945,30,false
3728229,208994,ATAIDE FRANGOS COMERCIO DE CARNES LTDA,Nenhum,São Paulo - BUTANTA,"Avenida PROFESSOR FRANCISCO MORATO, 3030, BUTANTA, São Paulo",22,440,-23.5769521,-46.7078899,30,false
3727804,204033,TOP FAZENDA RESTAURANTE LTDA,Divino Fogão,São Paulo - Bela Vista,"Avenida PAULISTA, 854, Bela Vista, São Paulo",7,140,-23.5658304,-46.6508381,30,false
3727962,212972,MAKTUB FAST FOOD LTDA,Divino Fogão,São Paulo - Bela Vista,"Avenida PAULISTA, 2064, Bela Vista, São Paulo",7,140,-23.5698798,-46.6459798,30,false
3727940,191088,MERCADO DF SANTO ANTONIO LTDA,Nenhum,São Paulo - Bela Vista,"Rua SANTO ANTONIO, 489, Bela Vista, São Paulo",13,260,-23.5541481,-46.6475148,30,false
3728329,193123,4 IRMÃOS COMERCIO LTDA - ME,Nenhum,São Paulo - Belenzinho,"Rua DOUTOR CLEMENTINO, 51, Belenzinho, São Paulo",4,80,-22,-49,30,false
3728195,4391,O MELHOR SUPERMERCADO LTDA - EPP,Nenhum,São Paulo - Bom Retiro,"Rua ANHAIA, 748, Bom Retiro, São Paulo",7,140,-23.5233746,-46.6455506,30,false
3725763,204914,FPJ RESTAURANTE LTDA,Nenhum,São Paulo - Bom Retiro,"Rua RIBEIRO DE LIMA, 610, Bom Retiro, São Paulo",8,160,-23.5312906,-46.6386411,30,false
3728164,5221,CASA DE CARNES RIBAS LTDA.ME,Nenhum,São Paulo - Brasilândia,"Avenida Manoel Bolivar, 167, Brasilândia, São Paulo",9,180,-23.4571922,-46.6994497,30,false
3727907,12680,SUPERMERCADOS MAMBO LTDA,Mambo,São Paulo - Brooklin Paulista,"Avenida VEREADOR JOSÉ DINIZ, 2329, Brooklin Paulista, São Paulo",38,745,-22,-49,30,false
3727837,14264,EDU MERCADO LTDA ME,Nenhum,São Paulo - Brás,"Rua JOÃO TEODORO, 842, Brás, São Paulo",14,280,-23.5345723,-46.6244535,30,false
3727836,14264,EDU MERCADO LTDA ME,Nenhum,São Paulo - Brás,"Rua JOÃO TEODORO, 842, Brás, São Paulo",12,216,-23.5345723,-46.6244535,30,false
3727735,150560,COMÉRCIO DE FRANGO CARLOS LTDA,Nenhum,São Paulo - Butantã,"Rua DR. ULPIANO DA COSTA MANSO, 151, Butantã, São Paulo",21,420,-23.57374,-46.71936,30,false
3728273,207890,SUPERMERCADO TRIALBA LTDA,Negreiros,São Paulo - CANGAIBA,"Avenida cangaiba, 1659, CANGAIBA, São Paulo",63,1255,-23.5087736,-46.5389309,30,false
3727577,204612,BAR E RESTAURANTE OS GAUCHOS DA CARNOT L,Nenhum,São Paulo - CANINDE,"Rua ALEXANDRINO PEDROSO, 264, CANINDE, São Paulo",10,200,-23.5329151,-46.6212143,30,false
3728050,196361,H.M.F. SUPERMERCADOS LTDA,Nenhum,São Paulo - CANTINHO DO CEU,"Rua FRANCISCO INACIO SOLANO, 206, CANTINHO DO CEU, São Paulo",10,200,-23.7424958,-46.6618167,30,false
3728089,206135,CASA DE CARNES COCAIA D.B. LTDA,Nenhum,São Paulo - CANTINHO DO CEU,"Rua FRANCISCO INACIO SOLANO, 445, CANTINHO DO CEU, São Paulo",9,180,-23.7424958,-46.6618167,30,false
3728070,213731,SOBERANA SERVICOS DE REFEICAO E COMERCIO,Nenhum,São Paulo - CAPAO REDONDO,"Estrada ITAPECERICA, DE, S/N, CAPAO REDONDO, São Paulo",2,40,-23.657199,-46.7639529,30,false
3727766,202030,BELLA FIT FOOD EIRELI,Nenhum,São Paulo - CASA VERDE MEDIA,"Rua LUCILA DA ROCHA, 30, CASA VERDE MEDIA, São Paulo",25,500,-22,-49,30,false
3727867,210533,SUPERMERCADOS MAMBO LTDA.,Mambo,São Paulo - CERQUEIRA CESAR,"Avenida REBOUCAS, 1001, CERQUEIRA CESAR, São Paulo",26,505,-23.5603809,-46.6713758,30,false
3728266,14266,SUPERMERCADO TRIALBA LTDA,Negreiros,São Paulo - CHACARA BELENZINHO,"Avenida RENATA, 346, CHACARA BELENZINHO, São Paulo",28,560,-23.5733062,-46.5413423,30,false
3727840,185575,PEG PESE SUP. IMPORTAÇÃO E EXP LTDA,Peg Pese,São Paulo - CIDADE AUXILIADORA,"Avenida CARLOS CALDEIRA FILHO, 1555, CIDADE AUXILIADORA, São Paulo",18,360,-22,-49,30,false
3728239,2753,CASAS NEGREIRO LTDA,Negreiros,São Paulo - CIDADE LIDER,"Avenida ITAQUERA, 6735, CIDADE LIDER, São Paulo",20,400,-23.5517158,-46.4757592,30,false
3728065,203027,BEEF LOJA LTDA,Nenhum,São Paulo - CIDADE SAO FRANCISCO,"Avenida DOUTOR CANDIDO MOTTA FILHO, 176, CIDADE SAO FRANCISCO, São Paulo",14,270,-20.36457,-50.67463,30,false
3728263,197047,SUPERMERCADO TRIALBA LTDA,Negreiros,São Paulo - CONJ HABIT. TEOTONIO VILELA,"Avenida ARQUITETO VILANOVA ARTIGAS, 132, CONJ HABIT. TEOTONIO VILELA, São Paulo",87,1730,-22,-49,30,false
3728374,203588,5M COM.ATACADISTA E VAREJ ALIM.LTDA,Pedreira,São Paulo - CONJ HABITACIONAL STª ETELVINA,"Estrada IGUATEMI, 3000, CONJ HABITACIONAL STª ETELVINA, São Paulo",7,140,-22,-49,30,false
3727746,204734,R.R. FREI - LANCHONETE UNIPESSOAL LTDA,Divino Fogão,São Paulo - CONSOLACAO,"Rua FREI CANECA, 569, CONSOLACAO, São Paulo",7,140,-23.5541784,-46.6524183,30,false
3727417,14319,CASA DE CARNES COMERCY LTDA ME,Nenhum,São Paulo - Cambuci,"Avenida LINS DE VASCONCELOS, 73, Cambuci, São Paulo",9,175,-23.5734968,-46.6229475,30,false
3728000,2605,SUPERVAREJÃO SAÚDE LTDA .,Varejao Saude,São Paulo - Cangaíba,"Avenida Cangaiba, 2758, Cangaíba, São Paulo",6,115,-23.5081084,-46.5350121,30,false
3727576,186728,BAR E REST. OS GAUCHOS DO BRÁS LTDA ME,Nenhum,São Paulo - Canindé,"Rua ALEXANDRINO PEDROSO, 247, Canindé, São Paulo",11,220,-23.5328079,-46.6210471,30,false
3727953,195370,RESTAURANTE COZINHA DO SUL LTDA,Nenhum,São Paulo - Centro,"Rua LIBERO BADARO, 480, Centro, São Paulo",5,95,-21.2639265,-48.5110736,30,false
3728272,194781,SUPERMERCADO TRIALBA LTDA,Negreiros,São Paulo - Chacara Mafalda,"Avenida VEREADOR ABEL FERREIRA, 2022, Chacara Mafalda, São Paulo",35,700,-22,-49,30,false
3726821,201828,MANDA BRASA EVENTOS E REST.LTDA,Nenhum,São Paulo - Cidade Jardim,"Avenida ALCIDES SANGIRARDI, 280, Cidade Jardim, São Paulo",6,120,-22.19278,-46.74667,30,false
3728117,13385,FÁBIO DO CARMO DA SILVA MERCADINHO -ME,Nenhum,São Paulo - Cidade Líder,"Rua Dominiciano Ribeiro, 32, Cidade Líder, São Paulo",7,140,-22,-49,30,false
3728015,178836,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,São Paulo - Cidade Monções,"Avenida PADRE ANTÔNIO JOSÉ DOS SANTOS, 296, Cidade Monções, São Paulo",11,220,-20.85028,-50.09167,30,false
3728171,210371,CASA DE CARNES BOI DA ZL LTDA,Nenhum,São Paulo - Cidade Patriarca,"Avenida ENGENHEIRO SOARES DE CAMARGO, 450, Cidade Patriarca, São Paulo",6,122,-23.540836,-46.5007087,30,false
3726922,560,DOMINGUES E SCARASSATI LATIC.LTDA - ME,Nenhum,São Paulo - Cidade Satelite (São Mateus),"Avenida Satelite, 559 A, Cidade Satelite (São Mateus), São Paulo",28,504,-22,-49,30,false
3726128,560,DOMINGUES E SCARASSATI LATIC.LTDA - ME,Nenhum,São Paulo - Cidade Satelite (São Mateus),"Avenida Satelite, 559 A, Cidade Satelite (São Mateus), São Paulo",28,504,-22,-49,30,false
3728332,201663,SH COMERCIO DE CARNES LTDA,Nenhum,São Paulo - Cidade São Mateus,"Avenida MARIA CURSI, 405, Cidade São Mateus, São Paulo",6,120,-23.60583,-46.47889,30,false
3728251,213654,CENTRAL DE CARNES ETELVINA LTDA,Nenhum,São Paulo - Cidade Tiradentes,"Avenida METALURGICOS, DOS, 2193, Cidade Tiradentes, São Paulo",12,240,-23.6022211,-46.3984506,30,false
3728240,2751,CASAS NEGREIRO LTDA,Negreiros,São Paulo - Conj.Jose Bonifacio/Cohab II,"Avenida NAGIB FARAH MALUF, 100, Conj.Jose Bonifacio/Cohab II, São Paulo",55,1095,-22,-49,30,false
3727697,7263,MERCADINHO NESTOR PESTANA LTDA .,Nenhum,São Paulo - Consolação,"Rua Nestor Pestana, 40, Consolação, São Paulo",5,100,-23.55242,-46.65735,30,false
3728149,191911,TX CARNES & DERIVADOS LTDA,Nenhum,São Paulo - Grajau,"Avenida DONA BELMIRA MARIN, 678, Grajau, São Paulo",19,380,-23.7567828,-46.6674291,30,false
3728049,191768,H.M.F. SUPERMERCADOS LTDA,Nenhum,São Paulo - Grajau,"Rua PEDRO ESCOBAR, 619, Grajau, São Paulo",65,1300,-23.7499054,-46.6654472,30,false
3728148,191923,TX CARNES & DERIVADOS LTDA,Nenhum,São Paulo - Grajau,"Avenida DONA BELMIRA MARIN, 1198, Grajau, São Paulo",11,220,-23.7492608,-46.6875195,30,false
3727848,10642,JOSELITO SOUZA SANTOS AÇOUGUE ME,Nenhum,São Paulo - Guaianases,"Rua MAXIMIANO BRANDÃO, 147, Guaianases, São Paulo",15,300,-23.54333,-46.41083,30,false
3728390,205125,SIMONE DE SOUSA RODRIGUES,Nenhum,São Paulo - Guaianazes,"Avenida NORDESTINA, 5834, Guaianazes, São Paulo",10,200,-23.54333,-46.41083,30,false
3727954,150941,COMERCIAL S ETELVINA LTDA EPP,Rede Combate,São Paulo - Guaianazes,"Avenida dos Metarlugicos, 1111, Guaianazes, São Paulo",8,160,-23.54333,-46.41083,30,false
3727899,192566,SUPERMERCADO MAMBO LTDA,Mambo,São Paulo - INDIANOPOLIS,"Rua CANARIO, 390, INDIANOPOLIS, São Paulo",20,400,-23.5996044,-46.6653552,30,false
3728072,11774,SUPER MERCADO KANASHIRO LTDA,Nenhum,São Paulo - Imirim,"Avenida IMIRIM, 1195, Imirim, São Paulo",5,100,-23.4943617,-46.6460109,30,false
3728095,190071,NILTON & FILHO AÇOUGUE LTDA,Nenhum,São Paulo - Indianópolis,"Avenida JURUCE, 575, Indianópolis, São Paulo",7,140,-23.6098536,-46.6606524,30,false
3727838,12903,PEG PESE SUP. IMPORTAÇÃO . EXP LTDA,Peg Pese,São Paulo - Interlagos,"Avenida ENG. JOSE SALLES, 40, Interlagos, São Paulo",21,420,-23.6890315,-46.6997888,30,false
3727983,188401,SUPERMERCADO HIROTA LTDA,Hirota,São Paulo - Ipiranga,"Avenida NAZARE, 1299, Ipiranga, São Paulo",10,200,-23.5954603,-46.6097547,30,false
3728159,207056,SUPERMERCADO HIP CARIOCA LTDA,Nenhum,São Paulo - Ipiranga,"Rua ALVARO DO VALE, 412, Ipiranga, São Paulo",11,220,-23.5988682,-46.5962176,30,false
3727693,215079,58.472.413 JOSE MARTINS DOS REIS FILHO,Nenhum,São Paulo - Itaberaba,"Rua PARAPUA, 820, Itaberaba, São Paulo",8,160,-22,-49,30,false
3728279,205633,CENTER CARNES DORA LTDA,Nenhum,São Paulo - Itaim,"Rua ITAJUIBE, 1819, Itaim, São Paulo",12,240,-23.5068758,-46.3880388,30,false
3728213,213493,CASA DE LANCHES NEW DOG LTDA,Nenhum,São Paulo - Itaim Bibi,"Rua JOAQUIM FLORIANO, 254, Itaim Bibi, São Paulo",6,120,-23.5838463,-46.672325,30,false
3727978,200003,METTA RESTAURANTE EIRELI,Nenhum,São Paulo - Itaim Bibi,"Rua PAIS DE ARAUJO, 119, Itaim Bibi, São Paulo",6,120,-23.5836031,-46.6812825,30,false
3728368,214052,CENTRAL DE CARNES NOVA TIBURCIO LTDA,Nenhum,São Paulo - Itaim Paulista,"Rua TIBURCIO DE SOUZA, 1416, Itaim Paulista, São Paulo",6,120,-23.5169989,-46.3889884,30,false
3727841,192551,PEG PESE SUPERMERCADOS IMPORTAÇÃO E EXPO,Peg Pese,São Paulo - JAGUARE,"Avenida BOLONHA, 200, JAGUARE, São Paulo",13,260,-23.5485817,-46.7469144,30,false
3728048,192524,H.M.F. SUPERMERCADOS LTDA,Nenhum,São Paulo - JARDIM CASTRO ALVES,"Rua JEQUIRITUBA, 2350, JARDIM CASTRO ALVES, São Paulo",25,500,-23.6879,-47.6693,30,false
3728228,192524,H.M.F. SUPERMERCADOS LTDA,Nenhum,São Paulo - JARDIM CASTRO ALVES,"Rua JEQUIRITUBA, 2350, JARDIM CASTRO ALVES, São Paulo",25,500,-23.6879,-47.6693,30,false
3726933,208730,KIPAN IND.COM.DE PRODUTOS ALIMENTICIOS L,Nenhum,São Paulo - JARDIM JAPAO,"Rua CECILIA MEIRELES, 537, JARDIM JAPAO, São Paulo",20,400,-23.5118251,-46.5797465,30,false
3728340,205248,SUPERMERCADO KERALUX LTDA,Nenhum,São Paulo - JARDIM KERALUX,"Rua BISPO E MARTINS, 4, JARDIM KERALUX, São Paulo",5,100,-23.481508,-46.4942037,30,false
3727776,200664,BABY BEEF ANGUS COM.DE ALIMENTOS EIRELI,Nenhum,São Paulo - JARDIM MORUMBI,"Avenida MAJ.SYLVIO DE MAGALHAES PADILHA, 16741, JARDIM MORUMBI, São Paulo",6,126,-22,-49,30,false
3728077,205675,VIVIANE RODRIGUES DE OLIVEIRA,Nenhum,São Paulo - JARDIM PEDRO JOSE NUNES,"Avenida ANTONIO LOUZADA ANTUNES, 205, JARDIM PEDRO JOSE NUNES, São Paulo",15,225,-23.5021947,-46.4645312,30,false
3727879,191974,MERCATANDA COM.DE ALIM.LTDA - ME,Nenhum,São Paulo - JARDIM RUSSO,"Rua FRANCISCO GASPAR, 423, JARDIM RUSSO, São Paulo",6,120,-22,-49,30,false
3728342,200816,MERCADÃO DE CARNES BELA VISTA LTDA,Nenhum,São Paulo - JARDIM SANTA FE,"Rua LEOPOLDO DE PASSOS LIMA, 568, JARDIM SANTA FE, São Paulo",6,115,-23.4302812,-46.7889886,30,false
3727912,205512,KMD COMERCIO DE CARNES EM GERAL LTDA,Nenhum,São Paulo - JARDIM SANTA TERESINHA,"Rua JOSE VIEIRA GUIMARAES, 130, JARDIM SANTA TERESINHA, São Paulo",5,92,-23.36667,-49.16667,30,false
3728133,203800,MERCADO CAMINHO DA ESPERANÇA LTDA,Nenhum,São Paulo - JARDIM SAO BERNARDO,"Rua JOAO AMOS COMENIUS, 417, JARDIM SAO BERNARDO, São Paulo",5,100,-23.7576681,-46.704948,30,false
3728241,14263,CASAS NEGREIRO LTDA,Negreiros,São Paulo - JARDIM TRES MARIAS,"Avenida RAGUEB CHOHFI, 7001, JARDIM TRES MARIAS, São Paulo",143,2855,-22,-49,30,false
3728289,202251,COMPREMAIS COM.ALIMENTICIO EIRELI,Nenhum,São Paulo - JD DAMASCENO,"Avenida DEP CANTIDIO SAMPAIO, 4306, JD DAMASCENO, São Paulo",33,660,-22,-49,30,false
3728167,202251,COMPREMAIS COM.ALIMENTICIO EIRELI,Nenhum,São Paulo - JD DAMASCENO,"Avenida DEP CANTIDIO SAMPAIO, 4306, JD DAMASCENO, São Paulo",15,300,-22,-49,30,false
3728404,8301,DIAS PASTORINHO S/A COMÉRCIO E INDÚSTRIA,Dias Pastorinho,São Paulo - JD.IRIS,"Avenida RAIMUNDO PEREIRA DE MAGALHAES, 1600, JD.IRIS, São Paulo",7,140,-22,-49,30,false
3727569,1437,MERCADO REAL JARAGUA EIRELI,MINEIRA,São Paulo - Jaraguá,"Rua DOMENICO FERRARA, 32, Jaraguá, São Paulo",12,240,-23.4516587,-46.7458602,30,false
3728349,213478,5M COMERCIO ATACADISTA E VAREJISTA DE AL,Pedreira,São Paulo - Jardim  Angela,"Avenida ORATORIO, DO, 5179, Jardim  Angela, São Paulo",8,160,-22,-49,30,false
3728338,186283,ATACADO E AUTO SERVIÇO ESPERANÇA LTDA,Rede Esperança,São Paulo - Jardim Adutora,"Avenida SAPOPEMBA, 13309, Jardim Adutora, São Paulo",8,160,-22,-49,30,false
3728346,186283,ATACADO E AUTO SERVIÇO ESPERANÇA LTDA,Rede Esperança,São Paulo - Jardim Adutora,"Avenida SAPOPEMBA, 13309, Jardim Adutora, São Paulo",3,60,-22,-49,30,false
3727847,7318,P MORENO CHERUBIM,Nenhum,São Paulo - Jardim Brasil,"Rua ANTENOR NAVARRO, 114, Jardim Brasil, São Paulo",11,215,-22.19278,-46.74667,30,false
3727831,11648,EDOFRANGO AVICOLA LTDA,Nenhum,São Paulo - Jardim Brasil,"Rua SODRE E SILVA, 188, Jardim Brasil, São Paulo",23,460,-23.4801215,-46.5825591,30,false
3727575,211731,AO FORNO LEONARDOS PIZZARIA LTDA,Nenhum,São Paulo - Jardim Catanduva,"Rua PROFESSORA NINA STOCCO, 845, Jardim Catanduva, São Paulo",5,100,-21.13778,-48.97278,30,false
3728363,192536,PUBLIC COMERCIO ATACADISTA E VAREJISTA D,Pedreira,São Paulo - Jardim Coimbra,"Estrada DO M BOI MIRIM, 3592, Jardim Coimbra, São Paulo",20,400,-22,-49,30,false
3728361,189768,5M COM.ATAC.E VAREJISTA DE ALIMENTOS LTD,Pedreira,São Paulo - Jardim Grimaldi,"Rua BENEDITO JACINTO MENDES, 77, Jardim Grimaldi, São Paulo",16,320,-22,-49,30,false
3728177,197022,CASA DE CARNES JDS LTDA,Nenhum,São Paulo - Jardim Guarani,"Rua JOAO PINTO DE OLIVEIRA, 489, Jardim Guarani, São Paulo",25,500,-21.66667,-50.88333,30,false
3727767,4453,CASA CARNES FLOR DO JD. HERCILIA LTDA ME,Nenhum,São Paulo - Jardim Hercilia,"Avenida Eng.Soares de Camargo, 349, Jardim Hercilia, São Paulo",8,160,-22,-49,30,false
3728274,211053,SUPERMERCADO TRIALBA LTDA,Negreiros,São Paulo - Jardim Iguatemi,"Avenida RAGUEB CHOHFI, 4831, Jardim Iguatemi, São Paulo",58,1155,-23.5944434,-46.4386057,30,false
3727846,9880,MERCEARIA PARAGUASSU LTDA ME,Nenhum,São Paulo - Jardim Imperador,"Rua Douradoquara, 221, Jardim Imperador, São Paulo",10,175,-22,-49,30,false
3727878,13689,CSP SATO SUPERMERCADO LTDA,Nenhum,São Paulo - Jardim Iris,"Avenida Raimundo Pereira de Magalhaes, 2541, Jardim Iris, São Paulo",12,240,-22,-49,30,false
3728021,203856,JVC SANTOS MERCEARIA E MINIMERCADO,Nenhum,São Paulo - Jardim Itajai,"Rua CEDALION, 22, Jardim Itajai, São Paulo",6,120,-23.7621692,-46.6884843,30,false
3728321,10905,MERCADINHO ADATI LTDA,Nenhum,São Paulo - Jardim João XXIII,"Rua PADRE JUAN DE SOLORZANO, 185, Jardim João XXIII, São Paulo",30,600,-23.6034696,-46.7906707,30,false
3727629,214919,MAR CRISTAL PAES E DOCES LTDA,Nenhum,São Paulo - Jardim Maria Estela,"Rua CACHOEIRA DOURADA, 130, Jardim Maria Estela, São Paulo",4,72,-22,-49,30,false
3728366,201409,PUBLIC COM ATACADISTA E VAREJISTA DE ALI,Pedreira,São Paulo - Jardim Miriam,"Avenida ASSEMBLEIA, 16, Jardim Miriam, São Paulo",45,900,-22,-49,30,false
3728061,214153,KISMI RESTAURANTE LTDA,Nenhum,São Paulo - Jardim Paulista,"Alameda JOAQUIM EUGENIO DE LIMA, 1682, Jardim Paulista, São Paulo",5,100,-23.5740007,-46.658657,30,false
3728324,13698,PEDRO CARDOSO DA GAMA FILHO - ME,Nenhum,São Paulo - Jardim Paulistano,"Rua Aparecida do Taboado, 208, Jardim Paulistano, São Paulo",4,80,-22,-49,30,false
3728453,204435,PONTO DA CARNE MF LTDA,Nenhum,São Paulo - Jardim Peri Peri,"Avenida MINISTRO LAUDO FERREIRA DE CAMARGO, 190, Jardim Peri Peri, São Paulo",5,100,-7.60333,-43.02556,30,false
3727570,984,MERCADINHO A MINEIRA LTDA,MINEIRA,São Paulo - Jardim Santa Monica,"Avenida SANTA MONICA, 690, Jardim Santa Monica, São Paulo",13,260,-23.4762246,-46.7478914,30,false
3726764,984,MERCADINHO A MINEIRA LTDA,MINEIRA,São Paulo - Jardim Santa Monica,"Avenida SANTA MONICA, 690, Jardim Santa Monica, São Paulo",24,480,-23.4762246,-46.7478914,30,false
3727752,12257,CASA DE CARNES JR GIMENEZ LTDA ME.,Nenhum,São Paulo - Jardim Santo Elias,"Avenida ELISEO CORDEIRO DE SIQUEIRA, 961/963, Jardim Santo Elias, São Paulo",11,220,-7.76667,-72.6,30,false
3728102,10245,AÇOUGUE E CASA DE FRIOS SUZANO LTDA - ME,Nenhum,São Paulo - Jardim Suzana,"Avenida INACIO CUNHA LEME, 301, Jardim Suzana, São Paulo",6,120,-22,-49,30,false
3728088,12477,CASA DE CARNES NOVA FARACO LTDA ME.,Nenhum,São Paulo - Jardim São Jorge,"Rua DOMINGOS ROSALIA, 15, Jardim São Jorge, São Paulo",14,265,-22.11667,-51.56667,30,false
3728296,9412,S & M BRANCO CASA DE CARNES LTDA,Nenhum,São Paulo - Jardim Umarizal,"Avenida ANACE, 710, Jardim Umarizal, São Paulo",6,120,-22,-49,30,false
3728198,204820,MARCIA RIBEIRO DE LUCENA,Nenhum,São Paulo - Jardim Vista Alegre,"Rua FIRMINOPOLIS, 601, Jardim Vista Alegre, São Paulo",5,96,-21.17056,-48.62917,30,false
3728166,192932,COMPREMAIS COMERCIO ALIMENTICIO EIRELI,Nenhum,São Paulo - Jardim Vista Alegre,"Rua FIRMINOPOLIS, 223, Jardim Vista Alegre, São Paulo",23,460,-21.17056,-48.62917,30,false
3727857,204870,SUPERMERCADO SUPER MAIS LTDA,Nenhum,São Paulo - Jardim do Lago,"Rua PIEMONTESES, DOS, 108, Jardim do Lago, São Paulo",7,140,-22,-49,30,false
3727378,8991,SUPERMERCADOS BERGAMINI LTDA.,Bergamini,São Paulo - Jaçanã,"Avenida LUÍS STAMATIS, 431, Jaçanã, São Paulo",26,520,-23.4669058,-46.5811562,30,false
3728445,8991,SUPERMERCADOS BERGAMINI LTDA.,Bergamini,São Paulo - Jaçanã,"Avenida LUÍS STAMATIS, 431, Jaçanã, São Paulo",25,550,-23.4669058,-46.5811562,30,false
3728451,8991,SUPERMERCADOS BERGAMINI LTDA.,Bergamini,São Paulo - Jaçanã,"Avenida LUÍS STAMATIS, 431, Jaçanã, São Paulo",207,4025,-23.4669058,-46.5811562,30,false
3727890,8991,SUPERMERCADOS BERGAMINI LTDA.,Bergamini,São Paulo - Jaçanã,"Avenida LUÍS STAMATIS, 431, Jaçanã, São Paulo",183,3660,-23.4669058,-46.5811562,30,false
3728142,731,CASA DE CARNES FARACO LTDA,Nenhum,São Paulo - Jd João XXIII,"Avenida Do Vaticano, 39, Jd João XXIII, São Paulo",3,55,-22,-49,30,false
3728132,11957,CASA DE CARNES ZARZUR EIRELI - ME,Nenhum,São Paulo - Jd. Cidade Pirituba,"Rua Comendador Feiz Zarzur, 943, Jd. Cidade Pirituba, São Paulo",9,180,-23.4765912,-46.7225822,30,false
3728418,1840,CASA DE CARNES MARIA CIDA LTDA,Maria Cida,São Paulo - Jd. Maria Sampaio,"Avenida AUGUSTO BARBOSA TAVARES, 482, Jd. Maria Sampaio, São Paulo",10,200,-21.26667,-47.88333,30,false
3728101,180208,JEFFERSON ALVES BARROS - ME,Nenhum,São Paulo - Jd. Santa Terezinha,"Avenida Dos Latinos, 1264, Jd. Santa Terezinha, São Paulo",13,260,-23.36667,-49.16667,30,false
3727896,934,SUPERMERCADO BERGAMINI LTDA,Bergamini,São Paulo - Jd.Brasil,"Avenida ROLAND GARROS, 1765, Jd.Brasil, São Paulo",259,5115,-22,-49,30,false
3727887,934,SUPERMERCADO BERGAMINI LTDA,Bergamini,São Paulo - Jd.Brasil,"Avenida ROLAND GARROS, 1765, Jd.Brasil, São Paulo",128,2560,-22,-49,30,false
3728192,10021,SUPERMERCADO E PADARIA VERSONI LTDA- EPP,Nenhum,São Paulo - Jd.Elisa Maria,"Rua Clara Nunes, 619, Jd.Elisa Maria, São Paulo",8,160,-22,-49,30,false
3727781,206275,COMERCIO DE CARNES NEVA LTDA,Nenhum,São Paulo - Lapa,"Rua HERBART, 47, Lapa, São Paulo",20,300,-23.5197686,-46.7014124,30,false
3728201,542,MERCADINHO LODETTI LTDA.,Nenhum,São Paulo - Lapa,"Rua Pio XI, 2360, Lapa, São Paulo",4,80,-23.5406793,-46.7169032,30,false
3728078,11288,SILVESTRE COM.PRODUTOS ALIMENTÍCIOS LTDA,Nenhum,São Paulo - Lapa,"Rua Corrientes, 29, Lapa, São Paulo",8,160,-23.5215035,-46.7111832,30,false
3727957,213995,GUARICANGA CARNES ESPECIAIS LTDA,Nenhum,São Paulo - Lapa,"Rua GUARICANGA, 321, Lapa, São Paulo",27,505,-23.5227167,-46.7104308,30,false
3727731,211171,MERCADO WC LTDA,Nenhum,São Paulo - Lauzane Paulista,"Avenida CONSELHEIRO MOREIRA DE BARROS, 3882, Lauzane Paulista, São Paulo",11,220,-23.4827599,-46.646582,30,false
3727922,11367,TRIMAIS SUPERMERCADOS S/A,Bergamais,São Paulo - Lauzane Pta.,"Avenida DR. FRANCISCO RANIERI, 834, Lauzane Pta., São Paulo",251,4845,-22,-49,30,false
3728184,168881,EMPORIUM HITOMIX LTDA,Nenhum,São Paulo - Liberdade,"Rua José Getulio, 142, Liberdade, São Paulo",10,200,-23.5672233,-46.6360806,30,false
3728320,202164,COMERCIAL DE ALIM. IRMÃOS CHINEN LTDA,Nenhum,São Paulo - Limão,"Avenida DEPUTADO EMILIO CARLOS, 1129, Limão, São Paulo",7,140,-23.496022,-46.6772285,30,false
3728354,8525,MERCADO E AÇOUGUE R.T.N LTDA,Nenhum,São Paulo - Luz,"Rua São Caetano, 352, Luz, São Paulo",9,180,-23.535119,-46.6296567,30,false
3728238,204593,SIVANILDO SILVA DOS SANTOS,Nenhum,São Paulo - Luz,"Rua DJALMA DUTRA, 266, Luz, São Paulo",3,60,-23.5337146,-46.6286686,30,false
3727571,214529,ANA PAULA DOS SANTOS MINIMERCADO,Nenhum,São Paulo - Luz,"Rua SAO CAETANO, 638, Luz, São Paulo",7,140,-23.5355583,-46.6268669,30,false
3727835,209573,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,São Paulo - MIRANDOPOLIS,"Rua LUIS GOIS, 1877, MIRANDOPOLIS, São Paulo",9,170,-23.6040646,-46.6460655,30,false
3728084,209573,VILA ZAIRA HORTIFRUTI LTDA,Rede Sitio Verde,São Paulo - MIRANDOPOLIS,"Rua LUIS GOIS, 1877, MIRANDOPOLIS, São Paulo",12,230,-23.6040646,-46.6460655,30,false
